"","DPR_std","OCR_std","GSR_std","Player","Squad","Comp","Pos","Cluster","Min_Playing_Time","Overall_Rating"
"263",0.509726368121059,0,0.0567393821787739,"Mattia Viti","Empoli","Serie A","DF",2,2572,0.220263256296456
"264",0.331725892527528,0.117069445991134,0.169964136477954,"Danilo Cataldi","Fiorentina","Serie A","MF",2,1728,0.219475609794773
"265",0.095045986799171,0.190742558262922,0.307912028807419,"Patrick Ciurria","Monza","Serie A","MF,DF",1,1111,0.219433092766879
"266",0.46469249846913,0,0.106444176581579,"Stefan de Vrij","Inter","Serie A","DF",2,1726,0.219008162527265
"267",0.155467849704304,0.274786622633897,0.226634277842288,"Tommaso Pobega","Bologna","Serie A","MF",1,1178,0.218949272053531
"268",0.0562668876359963,0.168545371171641,0.339464353002954,"Joel Pohjanpalo","Venezia","Serie A","FW",1,1603,0.217981564261112
"269",0.23698348665396,0.297034841738499,0.126142965026173,"Nikola Moro","Bologna","Serie A","MF",2,1208,0.21645242716871
"270",0.170818424673536,0.13568097395375,0.274265130942894,"Borna Sosa","Torino","Serie A","DF",1,1181,0.210795879994026
"271",0.0508226826985986,0.155182742209454,0.331012305137548,"Giovanni Fabbian","Bologna","Serie A","MF",1,1023,0.209133343554268
"272",0.320180971442576,0.149525311653748,0.125480204680519,"Alberto Grassi","Empoli","Serie A","MF",2,2203,0.208948956276067
"273",0.178446404380652,0.350464448191277,0.127331291122806,"Adrian Bernabe","Parma","Serie A","MF",2,1453,0.208264529063425
"274",0.149926700209145,0.05644130310812,0.320331526209545,"Lorenzo De Silvestri","Bologna","Serie A","DF",1,1060,0.206853031528437
"275",0.140669119334065,0.0806033096187257,0.303531994129582,"Jean-Daniel Akpa-Akpro","Monza","Serie A","MF",1,966,0.202418063532061
"276",0.31003908722241,0.143281305759226,0.121961116794238,"Thomas Kristensen","Udinese","Serie A","DF",2,1754,0.202071554159704
"277",0.361744354487074,0.125678783599141,0.0692953223121484,"Pablo Marí","Fiorentina","Serie A","DF",2,1628,0.200185748196076
"278",0.164551475681028,0.181501199361488,0.230295828039741,"Cristiano Biraghi","Torino","Serie A","DF",1,1158,0.199807906663406
"279",0.309465470531412,0.0699763686649404,0.156500349816756,"Marin Pongračić","Fiorentina","Serie A","DF",2,1367,0.193382272834586
"280",0.326300015055287,0.136661608794195,0.0785456241396035,"Daniele Ghilardi","Hellas Verona","Serie A","DF",2,2029,0.192249436809472
"281",0.340317791776111,0.125678783599141,0.0692953223121484,"Pablo Marí","Fiorentina","Serie A","DF",2,1098,0.191720417567734
"282",0.10390573407179,0.138548115538269,0.271134474062743,"Issa Doumbia","Venezia","Serie A","MF",1,939,0.191460668409787
"283",0.302026805084959,0.252756219072289,0.0087462334764961,"Fikayo Tomori","Milan","Serie A","DF",2,1593,0.19103842134782
"284",0.2099181246629,0.0404518339112169,0.284008636471579,"Odilon Kossounou","Atalanta","Serie A","DF",2,1125,0.1884386878475
"285",0.341162849890916,0,0.145449590528181,"Renato Veiga","Juventus","Serie A","DF",2,1093,0.18318073918011
"286",0.458188367982479,0,0.00235593397730578,"Botond Balogh","Parma","Serie A","DF",2,2053,0.181807553488055
"287",0.253127472814178,0.11885040866197,0.146480966199781,"Patrizio Masini","Genoa","Serie A","MF",2,1538,0.181094258253776
"288",0.295069192078443,0.063552086636028,0.139702347028714,"Lautaro Valenti","Parma","Serie A","DF",2,1556,0.180356955482398
"289",0.197677669446382,0.145599395399712,0.186309110273846,"Yannik Engelhardt","Como","Serie A","MF,DF",2,1164,0.179719201689675
"290",0.108517554377737,0.194517441876631,0.213122309289714,"Hamza Rafia","Lecce","Serie A","MF",1,1058,0.179414916692846
"291",0.361744354487074,0.125678783599141,0.00293625282522117,"Pablo Marí","Monza","Serie A","DF",2,1628,0.178107600529956
"292",0.232218883879895,0.128254992811658,0.150125049233896,"Christian Kabasele","Udinese","Serie A","DF",2,1161,0.176605977379288
"293",0.112777301619169,0.154178365372334,0.225620352925659,"Ruben Loftus-Cheek","Milan","Serie A","MF",1,1037,0.176377402385275
"294",0.281302375931559,0.106737173776769,0.106622221936273,"Benjamin Pavard","Inter","Serie A","DF",2,1584,0.175667160665676
"295",0.0729372607598938,0.187612607571292,0.228995912517295,"Lewis Ferguson","Bologna","Serie A","MF",1,983,0.175291448056823
"296",0.210851519076512,0.119493951315466,0.176888928334634,"Álex Valle","Como","Serie A","DF",2,1030,0.174683757435714
"297",0.138444517168176,0.148316881191113,0.208587323186037,"Kristjan Asllani","Inter","Serie A","MF",1,988,0.174000792409601
"298",0.299823165654419,0.0712183717121616,0.104282299510182,"Mattia Bani","Genoa","Serie A","DF",2,1507,0.172537489724108
"299",0.340317791776111,0.125678783599141,0.00293625282522117,"Pablo Marí","Monza","Serie A","DF",2,1098,0.169642269901614
"300",0.244952969683383,0.104269897029042,0.12535607019579,"Sebastian Walukiewicz","Torino","Serie A","DF",2,1661,0.166867305066512
"301",0.2598276016597,0.0218998256941856,0.173558065450123,"Lloyd Kelly","Juventus","Serie A","DF",2,1013,0.166359516303254
